sep=;
tokens;labels
# New sentence = `` Love Me Again '' was released as the lead single from the album on 17 May 2013 .;0
``;0
Love;0
Me;0
Again;0
'';0
was;0
released;0
as;0
the;0
lead;0
single;0
from;0
the;0
album;0
on;0
17;0
May;0
2013;0
.;0
# New sentence = Denver and Rio Grande Railway;0
Denver;0
and;0
Rio;0
Grande;0
Railway;0
# New sentence = In 1636 , the Minors moved to Hingham .;0
In;0
1636;0
,;0
the;0
Minors;0
moved;0
to;0
Hingham;0
.;0
# New sentence = ' '' Arslanmyrat Amanow '' ';0
';0
'';0
Arslanmyrat;0
Amanow;0
'';0
';0
# New sentence = Nowjeh Deh-e Sheykhlar;0
Nowjeh;0
Deh-e;0
Sheykhlar;0
# New sentence = Admaston / Bromley;0
Admaston;0
/;0
Bromley;0
# New sentence = List of canal aqueducts in Great Britain;0
List;0
of;0
canal;0
aqueducts;0
in;0
Great;0
Britain;0
# New sentence = John Ure ( 1979–1981 );0
John;0
Ure;0
(;0
1979–1981;0
);0
# New sentence = ( Orioles ) .;0
(;0
Orioles;0
);0
.;0
# New sentence = Société des Autoroutes de Paris Normandie;0
Société;0
des;0
Autoroutes;0
de;0
Paris;0
Normandie;0
# New sentence = List of football clubs in Serbia;0
List;0
of;0
football;0
clubs;0
in;0
Serbia;0
# New sentence = Romanian National Championship III :;0
Romanian;0
National;0
Championship;0
III;0
:;0
# New sentence = She was a member of the United States National Research Council and of the American Geophysical Union .;0
She;0
was;0
a;0
member;0
of;0
the;0
United;0
States;0
National;0
Research;0
Council;0
and;0
of;0
the;0
American;0
Geophysical;0
Union;0
.;0
# New sentence = Prince Ōtsu ( 大津皇子 ) ( 663–686 );0
Prince;0
Ōtsu;0
(;0
大津皇子;0
);0
(;0
663–686;0
);0
# New sentence = Cliff Townshend ( 1917–1986 );0
Cliff;0
Townshend;0
(;0
1917–1986;0
);0
# New sentence = *Arkansas : Ashley , Chicot , and Drew;0
*Arkansas;0
:;0
Ashley;0
,;0
Chicot;0
,;0
and;0
Drew;0
# New sentence = Administrative divisions of Saint Petersburg;0
Administrative;0
divisions;0
of;0
Saint;0
Petersburg;0
# New sentence = Thomas J. Robertson ( R-SC );0
Thomas;0
J.;0
Robertson;0
(;0
R-SC;0
);0
# New sentence = Estadio Luis `` Pirata '' Fuente;0
Estadio;0
Luis;0
``;0
Pirata;0
'';0
Fuente;0
# New sentence = Francesco Foggia ( 1603–1688 );0
Francesco;0
Foggia;0
(;0
1603–1688;0
);0
# New sentence = This species is very similar to Laurus novocanariensis '' .;0
This;0
species;0
is;0
very;0
similar;0
to;0
Laurus;0
novocanariensis;0
'';0
.;0
# New sentence = Laona Junction , Wisconsin;0
Laona;0
Junction;0
,;0
Wisconsin;0
# New sentence = Studholme College , Otago University;0
Studholme;0
College;0
,;0
Otago;0
University;0
# New sentence = ' '' Manuela Maleeva '' '5–7 , 6–2 , 6–3;0
';0
'';0
Manuela;0
Maleeva;0
'';0
'5–7;0
,;0
6–2;0
,;0
6–3;0
"# New sentence = ; ''Matches were played in Stara Zagora and Nova Zagora ''";0
";";0
''Matches;0
were;0
played;0
in;0
Stara;0
Zagora;0
and;0
Nova;0
Zagora;0
'';0
# New sentence = '' Apamea scolopacina '' ( Esper , 1788 );0
'';0
Apamea;0
scolopacina;0
'';0
(;0
Esper;0
,;0
1788;0
);0
# New sentence = Luke the Evangelist;0
Luke;0
the;0
Evangelist;0
# New sentence = Grand Duke Michael Alexandrovich of Russia;0
Grand;0
Duke;0
Michael;0
Alexandrovich;0
of;0
Russia;0
# New sentence = '' Apotomis sauciana '' ( Frolich , 1828 );0
'';0
Apotomis;0
sauciana;0
'';0
(;0
Frolich;0
,;0
1828;0
);0
# New sentence = Sorkhakan , Kerman;0
Sorkhakan;0
,;0
Kerman;0
# New sentence = It debuted at number 105 on the ''Billboard '' 200 , selling nine thousand copies in its first week .;0
It;0
debuted;0
at;0
number;0
105;0
on;0
the;0
''Billboard;0
'';0
200;0
,;0
selling;0
nine;0
thousand;0
copies;0
in;0
its;0
first;0
week;0
.;0
# New sentence = Newbury]] ( 70,000 ) , Hungerford ( 6,000 ) , Kingsclere ( 3,000 );0
Newbury]];0
(;0
70,000;0
);0
,;0
Hungerford;0
(;0
6,000;0
);0
,;0
Kingsclere;0
(;0
3,000;0
);0
# New sentence = *1984 - Bill Gates and George Streisinger;0
*1984;0
-;0
Bill;0
Gates;0
and;0
George;0
Streisinger;0
# New sentence = Nikola Milev ( 1881–1925 );0
Nikola;0
Milev;0
(;0
1881–1925;0
);0
# New sentence = Guillermo Gonzalez ( soccer );0
Guillermo;0
Gonzalez;0
(;0
soccer;0
);0
# New sentence = He has been capped by Cyprus U-21s .;0
He;0
has;0
been;0
capped;0
by;0
Cyprus;0
U-21s;0
.;0
# New sentence = Constantin von Liechtenstein;0
Constantin;0
von;0
Liechtenstein;0
# New sentence = St. Paul Academy and Summit School;0
St.;0
Paul;0
Academy;0
and;0
Summit;0
School;0
# New sentence = The residence is located at Gogolova 212 / 1 , Hradčany , Czech Republic .;0
The;0
residence;0
is;0
located;0
at;0
Gogolova;0
212;0
/;0
1;0
,;0
Hradčany;0
,;0
Czech;0
Republic;0
.;0
# New sentence = '' House of Style '';0
'';0
House;0
of;0
Style;0
'';0
# New sentence = ' '' Maverick Viñales '' ';0
';0
'';0
Maverick;0
Viñales;0
'';0
';0
# New sentence = Adolph Lowe ( 1893–1995 );0
Adolph;0
Lowe;0
(;0
1893–1995;0
);0
# New sentence = In 1957 , he was appointed director of the New Shakespeare Theatre , in Liverpool .;0
In;0
1957;0
,;0
he;0
was;0
appointed;0
director;0
of;0
the;0
New;0
Shakespeare;0
Theatre;0
,;0
in;0
Liverpool;0
.;0
# New sentence = Alaska Peninsula National Wildlife Refuge;0
Alaska;0
Peninsula;0
National;0
Wildlife;0
Refuge;0
# New sentence = `` ( from the album Punk Rock Confidential '' );0
``;0
(;0
from;0
the;0
album;0
Punk;0
Rock;0
Confidential;0
'';0
);0
# New sentence = R. A. Jones;0
R.;0
A.;0
Jones;0
# New sentence = He first enrolled at Fort Scott Community College before transferring to Arizona State University .;0
He;0
first;0
enrolled;0
at;0
Fort;0
Scott;0
Community;0
College;0
before;0
transferring;0
to;0
Arizona;0
State;0
University;0
.;0
# New sentence = ( 1974 , Margaret );0
(;0
1974;0
,;0
Margaret;0
);0
# New sentence = Bill Berry , Peter Buck , Mike Mills , Michael Stipe;0
Bill;0
Berry;0
,;0
Peter;0
Buck;0
,;0
Mike;0
Mills;0
,;0
Michael;0
Stipe;0
# New sentence = Lewis David de Schweinitz;0
Lewis;0
David;0
de;0
Schweinitz;0
# New sentence = In 1998 and 1999 , he played for the Osaka Kintetsu Buffaloes in Japan 's Nippon Professional Baseball .;0
In;0
1998;0
and;0
1999;0
,;0
he;0
played;0
for;0
the;0
Osaka;0
Kintetsu;0
Buffaloes;0
in;0
Japan;0
's;0
Nippon;0
Professional;0
Baseball;0
.;0
# New sentence = Aurelius Township , Washington County , Ohio;0
Aurelius;0
Township;0
,;0
Washington;0
County;0
,;0
Ohio;0
# New sentence = Warta Nabada District;0
Warta;0
Nabada;0
District;0
# New sentence = 1977 IAAF World Cross Country Championships – Senior women 's race;0
1977;0
IAAF;0
World;0
Cross;0
Country;0
Championships;0
–;0
Senior;0
women;0
's;0
race;0
# New sentence = He played Ronnie Baxter in the first round and lost 1–3 .;0
He;0
played;0
Ronnie;0
Baxter;0
in;0
the;0
first;0
round;0
and;0
lost;0
1–3;0
.;0
# New sentence = Centre for Fine Arts , Brussels;0
Centre;0
for;0
Fine;0
Arts;0
,;0
Brussels;0
# New sentence = '' Fucking Åmål '' ( 1998 );0
'';0
Fucking;0
Åmål;0
'';0
(;0
1998;0
);0
# New sentence = She also played for Yeşilyurt .;0
She;0
also;0
played;0
for;0
Yeşilyurt;0
.;0
# New sentence = Alf Wiig ( 1952-1961 );0
Alf;0
Wiig;0
(;0
1952-1961;0
);0
# New sentence = Colin Charvis ( capt .;0
Colin;0
Charvis;0
(;0
capt;0
.;0
# New sentence = ' '' Aprilia '' ';0
';0
'';0
Aprilia;0
'';0
';0
# New sentence = *Portsmouth to Bilbao 2015 - present;0
*Portsmouth;0
to;0
Bilbao;0
2015;0
-;0
present;0
# New sentence = It passes through Shenley , London Colney and Colney Heath , finishing in Smallford near St Albans , where it links with the Alban Way .;0
It;0
passes;0
through;0
Shenley;0
,;0
London;0
Colney;0
and;0
Colney;0
Heath;0
,;0
finishing;0
in;0
Smallford;0
near;0
St;0
Albans;0
,;0
where;0
it;0
links;0
with;0
the;0
Alban;0
Way;0
.;0
# New sentence = *20 November 2009 - ' '' Lostprophets '' ' / The Blackout / The King Blues / Egyptian Hip Hop;0
*20;0
November;0
2009;0
-;0
';0
'';0
Lostprophets;0
'';0
';0
/;0
The;0
Blackout;0
/;0
The;0
King;0
Blues;0
/;0
Egyptian;0
Hip;0
Hop;0
# New sentence = Virginia State Route 91;0
Virginia;0
State;0
Route;0
91;0
# New sentence = Stratford , Oklahoma;0
Stratford;0
,;0
Oklahoma;0
# New sentence = `` One Mint Julep '' ( 1961 );0
``;0
One;0
Mint;0
Julep;0
'';0
(;0
1961;0
);0
# New sentence = ' '' Lewis Gilbert '' ';0
';0
'';0
Lewis;0
Gilbert;0
'';0
';0
